| Remove cwd: ./AgentPPO_LandMars_0
################################################################################
ID     Step    maxR |    avgR   stdR   avgS  stdS |    expR   objC   etc.
0  8.88e+06    3.10 |    2.10    1.0     96     3 |    0.02   0.11  -0.04   0.00
0  8.90e+06    3.10 |    1.61    0.7     96     1 |    0.02   0.13  -0.07   0.00
0  8.93e+06    3.10 |    2.34    0.7     98     0 |    0.02   0.15  -0.07   0.00
0  8.96e+06    3.10 |    2.07    1.0     97     2 |    0.02   0.21   0.10   0.00
0  8.99e+06    3.10 |    1.86    0.9    100     1 |    0.02   0.10   0.13   0.00
0  9.02e+06    3.10 |    1.73    1.0     96     3 |    0.02   0.16  -0.08   0.00
0  9.05e+06    3.10 |    2.87    0.3     98     2 |    0.02   0.15  -0.02   0.00
0  9.08e+06    3.10 |    1.76    1.0     96     3 |    0.02   0.18   0.03   0.00
0  9.10e+06    3.10 |    1.12    0.1     98     3 |    0.02   0.10   0.17   0.00
0  9.13e+06    3.10 |    2.57    0.8     96     1 |    0.02   0.09   0.04   0.00
0  9.16e+06    3.10 |    1.90    0.8     98     1 |    0.02   0.13  -0.05   0.00
0  9.19e+06    3.10 |    1.76    1.0     95     2 |    0.02   0.24  -0.00   0.00
0  9.22e+06    3.10 |    1.63    0.9     97     2 |    0.02   0.20   0.01   0.00
0  9.25e+06    3.10 |    1.11    0.1     98     2 |    0.02   0.19   0.10   0.00
0  9.28e+06    3.10 |    2.09    0.9     96     4 |    0.02   0.23  -0.08   0.00
0  9.30e+06    3.10 |    2.11    1.1     97     4 |    0.02   0.18   0.01   0.00
0  9.33e+06    3.10 |    1.69    1.0     97     3 |    0.02   0.17  -0.04   0.00
0  9.36e+06    3.10 |    2.65    0.8     95     3 |    0.03   0.14  -0.04   0.00
0  9.39e+06    3.10 |    1.66    0.9     97     3 |    0.02   0.11   0.04   0.00
0  9.42e+06    3.10 |    2.79    1.1     95     4 |    0.02   0.25  -0.03   0.00
0  9.45e+06    3.10 |    2.05    0.9     97     2 |    0.02   0.20   0.00   0.00
0  9.47e+06    3.10 |    2.12    0.7     94     3 |    0.02   0.13  -0.07   0.00
0  9.50e+06    3.10 |    1.71    1.0     96     2 |    0.02   0.17   0.09   0.00
0  9.53e+06    3.10 |    1.23    0.0     95     1 |    0.03   0.16  -0.04   0.00
0  9.56e+06    3.10 |    2.35    1.1     94     2 |    0.02   0.17   0.04   0.00
0  9.59e+06    3.10 |    2.05    0.8     96     3 |    0.02   0.07   0.02   0.00
0  9.62e+06    3.10 |    2.56    0.9     97     3 |    0.01   0.06  -0.00   0.00
0  9.65e+06    3.10 |    2.40    1.1     93     1 |    0.02   0.09  -0.08   0.00
0  9.67e+06    3.10 |    1.70    0.8     95     2 |    0.02   0.14  -0.10   0.00
0  9.70e+06    3.10 |    1.18    0.1     96     3 |    0.02   0.08   0.01   0.00
0  9.73e+06    3.10 |    2.05    1.0     98     2 |    0.02   0.11  -0.01   0.00
0  9.76e+06    3.10 |    2.40    1.2     94     2 |    0.02   0.15  -0.02   0.00
0  9.79e+06    3.10 |    2.18    1.0     96     1 |    0.02   0.11  -0.13   0.00
0  9.82e+06    3.10 |    2.08    1.0     97     3 |    0.02   0.08  -0.06   0.00
0  9.85e+06    3.10 |    2.28    1.0     94     2 |    0.02   0.08  -0.15   0.00
0  9.87e+06    3.10 |    1.61    0.9     98     3 |    0.02   0.09   0.11   0.00
0  9.90e+06    3.10 |    2.33    1.3     95     4 |    0.01   0.07  -0.04   0.00
0  9.93e+06    3.10 |    1.91    1.1     93     2 |    0.03   0.14  -0.15   0.00
0  9.96e+06    3.10 |    2.25    1.0     94     0 |    0.02   0.10   0.11   0.00
0  9.99e+06    3.10 |    1.70    0.8     95     3 |    0.02   0.12  -0.03   0.00
0  1.00e+07    3.10 |    2.26    1.1     94     2 |    0.02   0.12  -0.06   0.00
0  1.00e+07    3.10 |    2.48    1.3     93     3 |    0.02   0.14   0.00   0.00
0  1.01e+07    3.10 |    2.12    1.0     97     2 |    0.02   0.19  -0.02   0.00
0  1.01e+07    3.10 |    1.53    0.7     98     1 |    0.02   0.15  -0.01   0.00
0  1.01e+07    3.10 |    1.12    0.1     98     3 |    0.02   0.15  -0.04   0.00
0  1.02e+07    3.10 |    1.66    0.7     95     2 |    0.02   0.11   0.17   0.00
0  1.02e+07    3.10 |    1.67    0.9     96     3 |    0.02   0.22   0.01   0.00
0  1.02e+07    3.10 |    1.05    0.0    100     1 |    0.02   0.23  -0.11   0.00
0  1.02e+07    3.10 |    1.17    0.1     96     3 |    0.02   0.15  -0.08   0.00
0  1.03e+07    3.10 |    2.44    0.6     96     3 |    0.02   0.08  -0.03   0.00
0  1.03e+07    3.10 |    2.17    0.9     95     2 |    0.02   0.19   0.09   0.00
0  1.03e+07    3.10 |    2.63    0.9     96     3 |    0.02   0.15  -0.05   0.00
0  1.04e+07    3.10 |    1.24    0.1     95     4 |    0.02   0.13  -0.09   0.00
0  1.04e+07    3.10 |    1.70    0.7     94     3 |    0.02   0.09  -0.05   0.00
0  1.04e+07    3.10 |    1.58    0.6     96     4 |    0.03   0.14   0.02   0.00
0  1.04e+07    3.10 |    2.50    1.2     92     1 |    0.02   0.15   0.10   0.00
0  1.05e+07    3.10 |    2.10    0.9     96     2 |    0.02   0.09  -0.04   0.00
0  1.05e+07    3.10 |    1.16    0.1     97     2 |    0.02   0.24   0.01   0.00
0  1.05e+07    3.10 |    1.09    0.1     98     3 |    0.02   0.16  -0.06   0.00
0  1.06e+07    3.10 |    1.55    0.7     97     2 |    0.02   0.22   0.10   0.00
0  1.06e+07    3.10 |    2.35    1.2     94     4 |    0.02   0.24   0.16   0.00
0  1.06e+07    3.10 |    2.12    1.0     96     3 |    0.02   0.22  -0.11   0.00
0  1.06e+07    3.10 |    2.07    0.9     96     1 |    0.02   0.18  -0.13   0.00
0  1.07e+07    3.10 |    1.71    0.6     93     3 |    0.02   0.21   0.16   0.00
0  1.07e+07    3.10 |    1.53    0.7     98     2 |    0.02   0.20  -0.12   0.00
0  1.07e+07    3.10 |    1.56    0.6     96     2 |    0.01   0.10  -0.02   0.00
0  1.08e+07    3.10 |    1.12    0.1     98     3 |    0.02   0.17   0.11   0.00
0  1.08e+07    3.10 |    1.75    0.9     95     3 |    0.02   0.18  -0.05   0.00
0  1.08e+07    3.10 |    1.71    0.6     94     3 |    0.02   0.23  -0.05   0.00
0  1.08e+07    3.10 |    1.58    0.6     96     4 |    0.02   0.22   0.10   0.00
0  1.09e+07    3.10 |    2.64    0.8     95     3 |    0.02   0.17   0.02   0.00
0  1.09e+07    3.26 |
0  1.09e+07    3.26 |    3.26    0.4     94     3 |    0.02   0.14   0.15   0.00
0  1.09e+07    3.26 |    1.68    0.7     95     3 |    0.02   0.18  -0.09   0.00
0  1.09e+07    3.26 |    2.04    0.9     97     2 |    0.02   0.20  -0.19   0.00
0  1.10e+07    3.26 |    1.87    0.7     98     3 |    0.02   0.15   0.09   0.00
0  1.10e+07    3.26 |    2.62    1.0     96     4 |    0.02   0.20   0.15   0.00
0  1.10e+07    3.26 |    1.50    0.7     98     2 |    0.02   0.19   0.11   0.00
0  1.11e+07    3.26 |    2.03    1.0     98     2 |    0.02   0.18   0.00   0.00
0  1.11e+07    3.26 |    2.94    1.0     92     2 |    0.02   0.21  -0.07   0.00
0  1.11e+07    3.26 |    2.09    1.0     96     2 |    0.02   0.18  -0.05   0.00
0  1.11e+07    3.26 |    1.75    0.9     94     4 |    0.02   0.23  -0.01   0.00
0  1.12e+07    3.26 |    2.68    0.9     95     2 |    0.02   0.27  -0.27   0.00
0  1.12e+07    3.26 |    1.48    0.7     99     1 |    0.02   0.23   0.03   0.00
0  1.12e+07    3.26 |    1.52    0.6     98     3 |    0.02   0.11  -0.14   0.00
0  1.13e+07    3.26 |    2.45    0.8     97     2 |    0.02   0.14   0.01   0.00
0  1.13e+07    3.26 |    2.22    1.0     94     2 |    0.02   0.21  -0.06   0.00
0  1.13e+07    3.26 |    1.07    0.0     99     1 |    0.02   0.19   0.03   0.00
0  1.13e+07    3.26 |    1.29    0.1     94     2 |    0.02   0.17  -0.02   0.00
0  1.14e+07    3.26 |    2.06    0.8     96     3 |    0.02   0.20   0.03   0.00
0  1.14e+07    3.26 |    2.49    0.8     97     1 |    0.02   0.16   0.14   0.00
0  1.14e+07    3.26 |    1.70    0.8     95     3 |    0.02   0.19   0.02   0.00
0  1.15e+07    3.26 |    2.57    0.8     96     3 |    0.02   0.22   0.03   0.00
0  1.15e+07    3.26 |    1.88    1.1     94     2 |    0.02   0.19  -0.07   0.00
0  1.15e+07    3.26 |    2.16    0.9     95     3 |    0.02   0.21  -0.08   0.00
0  1.15e+07    3.26 |    1.42    0.7    100     1 |    0.02   0.16   0.08   0.00
0  1.16e+07    3.26 |    1.22    0.1     95     3 |    0.02   0.19  -0.07   0.00
0  1.16e+07    3.26 |    2.96    0.3     97     3 |    0.02   0.20   0.05   0.00
0  1.16e+07    3.26 |    2.07    0.9     96     1 |    0.03   0.12  -0.10   0.00
0  1.17e+07    3.26 |    2.09    1.0     97     2 |    0.02   0.12   0.05   0.00
0  1.17e+07    3.26 |    1.79    0.9     94     2 |    0.02   0.18  -0.04   0.00
0  1.17e+07    3.26 |    2.18    1.0     95     3 |    0.02   0.22  -0.04   0.00
0  1.17e+07    3.26 |    2.47    0.7     97     2 |    0.02   0.22  -0.14   0.00
0  1.18e+07    3.26 |    2.36    1.2     94     3 |    0.02   0.19   0.00   0.00
0  1.18e+07    3.26 |    2.19    1.1     96     2 |    0.02   0.20   0.05   0.00
0  1.18e+07    3.26 |    2.09    1.0     96     2 |    0.02   0.14  -0.01   0.00
0  1.18e+07    3.26 |    1.72    0.9     95     3 |    0.02   0.22   0.05   0.00
0  1.19e+07    3.26 |    1.22    0.1     95     2 |    0.02   0.21  -0.09   0.00
0  1.19e+07    3.26 |    2.17    1.1     96     3 |    0.02   0.07   0.10   0.00
0  1.19e+07    3.26 |    1.93    1.0     92     1 |    0.02   0.15  -0.04   0.00
0  1.20e+07    3.26 |    1.24    0.1     95     3 |    0.02   0.19  -0.00   0.00
0  1.20e+07    3.26 |    2.57    0.9     96     2 |    0.03   0.16  -0.12   0.00
0  1.20e+07    3.26 |    1.62    0.8     96     2 |    0.02   0.13   0.03   0.00
0  1.20e+07    3.26 |    1.56    0.6     96     3 |    0.02   0.12   0.07   0.00
0  1.21e+07    3.26 |    1.64    0.6     95     3 |    0.02   0.13  -0.06   0.00
0  1.21e+07    3.26 |    2.31    1.1     94     2 |    0.02   0.13  -0.09   0.00
0  1.21e+07    3.26 |    3.15    0.3     95     3 |    0.03   0.18   0.05   0.00
0  1.22e+07    3.26 |    2.15    1.0     96     3 |    0.02   0.16  -0.04   0.00
0  1.22e+07    3.26 |    2.27    1.1     94     2 |    0.02   0.18  -0.06   0.00
0  1.22e+07    3.26 |    1.77    1.1     96     4 |    0.02   0.21   0.11   0.00
0  1.22e+07    3.26 |    1.19    0.1     96     3 |    0.02   0.18  -0.02   0.00
0  1.23e+07    3.26 |    1.63    0.8     96     2 |    0.02   0.18  -0.06   0.00
0  1.23e+07    3.26 |    1.78    1.0     94     3 |    0.02   0.09   0.13   0.00
0  1.23e+07    3.26 |    1.68    0.9     96     2 |    0.02   0.17  -0.04   0.00
0  1.24e+07    3.26 |    2.33    1.2     95     3 |    0.02   0.20   0.01   0.00
0  1.24e+07    3.26 |    1.55    0.7     97     3 |    0.02   0.25  -0.25   0.00
0  1.24e+07    3.26 |    2.21    1.1     96     2 |    0.02   0.15   0.12   0.00
0  1.24e+07    3.26 |    2.40    1.1     93     1 |    0.02   0.18   0.05   0.00
0  1.25e+07    3.26 |    2.09    0.8     96     3 |    0.02   0.18   0.06   0.00
0  1.25e+07    3.26 |    1.74    1.0     96     2 |    0.02   0.22   0.05   0.00
0  1.25e+07    3.26 |    2.08    1.0     97     2 |    0.02   0.16  -0.04   0.00
0  1.26e+07    3.26 |    1.75    0.9     95     3 |    0.02   0.16  -0.11   0.00
0  1.26e+07    3.26 |    1.14    0.1     98     3 |    0.02   0.21   0.03   0.00
0  1.26e+07    3.26 |    1.75    1.1     96     4 |    0.02   0.22   0.02   0.00
0  1.26e+07    3.26 |    1.07    0.1     99     1 |    0.02   0.20   0.21   0.00
0  1.27e+07    3.26 |    2.09    0.8     96     2 |    0.02   0.18   0.10   0.00
0  1.27e+07    3.26 |    2.12    1.1     97     3 |    0.02   0.20  -0.06   0.00
0  1.27e+07    3.26 |    2.09    1.0     97     3 |    0.03   0.21   0.07   0.00
0  1.28e+07    3.26 |    2.15    0.9     95     3 |    0.02   0.15  -0.06   0.00
0  1.28e+07    3.26 |    1.12    0.0     98     0 |    0.02   0.24   0.00   0.00
0  1.28e+07    3.26 |    2.66    1.0     96     3 |    0.02   0.19  -0.09   0.00
0  1.28e+07    3.26 |    1.71    0.7     94     2 |    0.02   0.17   0.06   0.00
0  1.29e+07    3.26 |    1.54    0.7     98     2 |    0.02   0.16   0.08   0.00
0  1.29e+07    3.26 |    1.20    0.1     96     3 |    0.02   0.18   0.05   0.00
0  1.29e+07    3.26 |    2.60    0.8     96     2 |    0.02   0.22   0.07   0.00
0  1.29e+07    3.26 |    2.20    1.1     96     4 |    0.02   0.19  -0.01   0.00
0  1.30e+07    3.26 |    2.53    0.8     97     1 |    0.02   0.18  -0.01   0.00
0  1.30e+07    3.26 |    2.86    1.0     94     2 |    0.02   0.17   0.05   0.00
0  1.30e+07    3.26 |    1.88    0.9     92     1 |    0.02   0.17   0.01   0.00
0  1.31e+07    3.26 |    2.74    1.0     95     3 |    0.02   0.06   0.00   0.00
0  1.31e+07    3.26 |    1.24    0.1     95     4 |    0.02   0.12   0.04   0.00
0  1.31e+07    3.26 |    1.25    0.1     94     2 |    0.02   0.08  -0.09   0.00
0  1.31e+07    3.26 |    2.84    0.9     94     2 |    0.02   0.06  -0.10   0.00
0  1.32e+07    3.26 |    1.89    0.9    100     2 |    0.02   0.05   0.14   0.00
0  1.32e+07    3.26 |    1.14    0.1     97     2 |    0.02   0.12   0.02   0.00
0  1.32e+07    3.26 |    2.19    0.9     94     3 |    0.02   0.14  -0.08   0.00
0  1.33e+07    3.26 |    2.18    1.0     96     4 |    0.02   0.08   0.03   0.00
0  1.33e+07    3.26 |    1.67    0.9     96     3 |    0.02   0.09  -0.00   0.00
0  1.33e+07    3.26 |    2.72    0.8     94     2 |    0.02   0.13   0.02   0.00
0  1.33e+07    3.26 |    1.61    0.8     96     3 |    0.02   0.06  -0.04   0.00
0  1.34e+07    3.26 |    2.14    0.8     95     2 |    0.02   0.09   0.07   0.00
0  1.34e+07    3.26 |    1.59    0.6     96     3 |    0.02   0.06   0.03   0.00
0  1.34e+07    3.26 |    3.20    0.3     95     2 |    0.02   0.06   0.10   0.00
0  1.35e+07    3.26 |    1.13    0.1     98     3 |    0.02   0.10  -0.16   0.00
0  1.35e+07    3.26 |    2.15    1.0     96     3 |    0.02   0.06  -0.06   0.00
0  1.35e+07    3.26 |    1.68    1.0     97     4 |    0.02   0.06   0.11   0.00
0  1.35e+07    3.26 |    1.67    0.9     96     4 |    0.02   0.09   0.03   0.00
0  1.36e+07    3.26 |    1.56    0.7     97     3 |    0.02   0.09  -0.02   0.00
0  1.36e+07    3.26 |    1.18    0.1     96     3 |    0.02   0.09  -0.04   0.00
0  1.36e+07    3.26 |    2.21    1.0     95     2 |    0.02   0.11   0.20   0.00
0  1.37e+07    3.26 |    1.84    1.0     94     3 |    0.02   0.09   0.12   0.00
0  1.37e+07    3.26 |    1.81    1.1     95     4 |    0.02   0.08   0.06   0.00
0  1.37e+07    3.26 |    2.28    1.1     94     3 |    0.02   0.11   0.06   0.00
0  1.37e+07    3.26 |    2.33    1.2     94     3 |    0.02   0.12   0.03   0.00
0  1.38e+07    3.26 |    1.28    0.1     94     3 |    0.02   0.06   0.05   0.00
0  1.38e+07    3.26 |    1.12    0.1     98     3 |    0.02   0.11  -0.11   0.00
0  1.38e+07    3.26 |    1.25    0.1     95     3 |    0.02   0.07  -0.03   0.00
0  1.38e+07    3.26 |    2.52    0.8     97     2 |    0.02   0.11  -0.03   0.00
0  1.39e+07    3.26 |    2.70    0.9     95     2 |    0.02   0.09  -0.12   0.00
0  1.39e+07    3.26 |    2.28    1.0     94     2 |    0.02   0.06   0.04   0.00
0  1.39e+07    3.26 |    2.22    0.9     94     2 |    0.02   0.09  -0.11   0.00
0  1.40e+07    3.26 |    1.98    0.7     96     3 |    0.02   0.05   0.16   0.00
0  1.40e+07    3.26 |    2.11    0.9     96     3 |    0.02   0.07  -0.14   0.00
0  1.40e+07    3.26 |    1.69    0.9     96     2 |    0.02   0.02  -0.01   0.00
0  1.40e+07    3.26 |    1.98    0.8     97     1 |    0.02   0.01   0.07   0.00
0  1.41e+07    3.26 |    2.19    1.1     96     4 |    0.01   0.04  -0.05   0.00
0  1.41e+07    3.26 |    2.34    1.1     94     2 |    0.02   0.01  -0.07   0.00
0  1.41e+07    3.26 |    1.83    1.1     94     4 |    0.02   0.05  -0.03   0.00
0  1.42e+07    3.26 |    2.01    0.9     97     3 |    0.02   0.08   0.07   0.00
0  1.42e+07    3.26 |    1.49    0.6     98     2 |    0.02   0.07   0.02   0.00
0  1.42e+07    3.43 |
0  1.42e+07    3.43 |    3.43    0.3     93     3 |    0.02   0.04  -0.05   0.00
0  1.42e+07    3.43 |    2.28    1.0     94     0 |    0.02   0.03  -0.19   0.00
0  1.43e+07    3.43 |    1.65    1.0     98     3 |    0.02   0.03  -0.02   0.00
0  1.43e+07    3.43 |    1.34    0.1     92     1 |    0.02   0.07  -0.06   0.00
0  1.43e+07    3.43 |    2.05    0.8     96     2 |    0.03   0.02  -0.05   0.00
0  1.44e+07    3.43 |    1.70    1.0     96     4 |    0.02   0.03  -0.01   0.00
0  1.44e+07    3.43 |    2.73    1.0     96     4 |    0.02   0.11  -0.07   0.00
0  1.44e+07    3.43 |    2.09    1.0     96     2 |    0.02   0.02  -0.08   0.00
0  1.44e+07    3.43 |    2.13    1.1     97     3 |    0.02   0.11   0.13   0.00
0  1.45e+07    3.43 |    1.68    1.2     98     4 |    0.02   0.02   0.00   0.00
0  1.45e+07    3.43 |    2.02    1.0     98     2 |    0.03   0.07  -0.22   0.00
0  1.45e+07    3.43 |    1.21    0.1     96     2 |    0.02   0.05  -0.14   0.00
0  1.45e+07    3.43 |    1.25    0.0     94     1 |    0.02   0.05  -0.07   0.00
0  1.46e+07    3.43 |    2.10    0.9     96     1 |    0.02   0.05  -0.07   0.00
0  1.46e+07    3.43 |    1.64    0.9     97     3 |    0.02   0.04  -0.09   0.00
0  1.46e+07    3.43 |    2.40    0.9     98     3 |    0.02   0.04   0.06   0.00
0  1.47e+07    3.43 |    2.05    1.0     98     3 |    0.02   0.08   0.01   0.00
0  1.47e+07    3.43 |    2.20    1.1     96     3 |    0.02   0.07  -0.12   0.00
0  1.47e+07    3.43 |    2.80    0.9     94     2 |    0.02   0.05  -0.10   0.00
0  1.47e+07    3.43 |    2.12    1.1     98     4 |    0.02   0.05  -0.21   0.00
0  1.48e+07    3.43 |    2.04    0.8     96     3 |    0.02   0.03   0.20   0.00
0  1.48e+07    3.43 |    2.72    1.0     95     2 |    0.02   0.06   0.25   0.00
0  1.48e+07    3.43 |    1.48    0.7     98     3 |    0.02   0.03   0.11   0.00
0  1.49e+07    3.43 |    3.30    0.4     94     4 |    0.02   0.03   0.08   0.00
0  1.49e+07    3.43 |    1.87    0.7     99     2 |    0.02   0.00   0.01   0.00
0  1.49e+07    3.43 |    1.79    0.8     94     2 |    0.02   0.06  -0.06   0.00
0  1.49e+07    3.43 |    2.00    1.0     99     3 |    0.02   0.06  -0.16   0.00
0  1.50e+07    3.43 |    2.88    1.1     94     3 |    0.02   0.07   0.09   0.00
0  1.50e+07    3.43 |    2.10    0.9     96     3 |    0.02   0.04   0.07   0.00
0  1.50e+07    3.43 |    1.76    1.0     95     4 |    0.02   0.04   0.14   0.00
0  1.51e+07    3.43 |    1.96    0.7     97     4 |    0.02   0.06   0.03   0.00
0  1.51e+07    3.43 |    2.91    1.1     94     3 |    0.02   0.05   0.08   0.00
0  1.51e+07    3.43 |    1.57    0.8     98     1 |    0.02   0.02   0.28   0.00
0  1.51e+07    3.43 |    1.98    0.7     97     3 |    0.02   0.03   0.14   0.00
0  1.52e+07    3.43 |    2.53    0.9     97     3 |    0.02   0.04   0.07   0.00
0  1.52e+07    3.43 |    2.27    1.2     96     4 |    0.02   0.03   0.12   0.00
0  1.52e+07    3.43 |    2.90    1.0     94     3 |    0.02   0.01  -0.02   0.00
0  1.52e+07    3.43 |    1.58    0.7     96     3 |    0.02   0.05   0.14   0.00
0  1.53e+07    3.43 |    2.34    1.3     96     5 |    0.02   0.01  -0.04   0.00
0  1.53e+07    3.43 |    2.18    1.1     96     4 |    0.02   0.03  -0.24   0.00
0  1.53e+07    3.43 |    2.21    0.9     94     3 |    0.02   0.01  -0.01   0.00
0  1.54e+07    3.43 |    2.31    0.8     99     2 |    0.02   0.04   0.04   0.00
0  1.54e+07    3.43 |    1.83    1.0     94     3 |    0.02   0.03   0.23   0.00
0  1.54e+07    3.43 |    2.38    0.8     98     2 |    0.02   0.01  -0.02   0.00
0  1.54e+07    3.43 |    1.99    0.8     97     3 |    0.02   0.05   0.02   0.00
0  1.55e+07    3.43 |    1.83    1.1     95     4 |    0.02   0.04  -0.05   0.00
0  1.55e+07    3.43 |    1.64    0.9     97     4 |    0.02   0.03  -0.14   0.00
0  1.55e+07    3.43 |    2.67    0.9     95     3 |    0.02   0.01   0.00   0.00
0  1.56e+07    3.43 |    2.27    1.0     94     3 |    0.02   0.04   0.09   0.00
0  1.56e+07    3.43 |    2.64    0.8     95     3 |    0.02   0.05   0.11   0.00
0  1.56e+07    3.43 |    2.48    0.8     97     2 |    0.02   0.04   0.02   0.00
0  1.56e+07    3.43 |    1.66    0.9     97     2 |    0.02   0.02   0.02   0.00
0  1.57e+07    3.43 |    2.61    1.0     96     4 |    0.02   0.03   0.03   0.00
0  1.57e+07    3.43 |    1.56    0.8     98     2 |    0.02   0.01  -0.01   0.00
0  1.57e+07    3.43 |    1.55    0.8     98     2 |    0.02   0.02   0.03   0.00
0  1.58e+07    3.43 |    1.16    0.1     97     3 |    0.02   0.04  -0.04   0.00
0  1.58e+07    3.43 |    2.87    1.1     94     4 |    0.02   0.01  -0.01   0.00
0  1.58e+07    3.43 |    1.88    0.8     99     2 |    0.02   0.01  -0.00   0.00
0  1.58e+07    3.43 |    2.44    1.2     93     3 |    0.02   0.04  -0.10   0.00
0  1.59e+07    3.43 |    2.01    0.9     98     3 |    0.02   0.05   0.04   0.00
0  1.59e+07    3.43 |    2.58    1.0     97     4 |    0.02   0.03  -0.03   0.00
0  1.59e+07    3.43 |    2.50    0.7     96     2 |    0.02   0.05  -0.01   0.00
0  1.60e+07    3.43 |    2.29    1.1     94     3 |    0.02   0.02   0.08   0.00
0  1.60e+07    3.43 |    1.82    1.0     94     3 |    0.02   0.04   0.07   0.00
0  1.60e+07    3.43 |    1.21    0.2     96     4 |    0.02   0.02  -0.02   0.00
0  1.60e+07    3.43 |    1.86    1.1     94     4 |    0.02   0.04   0.07   0.00
0  1.61e+07    3.43 |    1.71    0.8     95     3 |    0.02   0.03  -0.00   0.00
